Player Name,Position,Tweet #,Tweet Text,Gender,Sentiment Score,Sentiment Category,Topic_Performance,Topic_Appearance,Topic_Age
Zakai Ziegler,G,Tweet25, You can’t overlook Zakai Zeigler’s ability to hit clutch shots,Men,0.3182,Positive,0,1,0
Caleb Love,G,Tweet25, Arizona’s offense looks dangerous with Caleb Love leading the way,Men,0.0258,Neutral,1,1,0
Richie Saunders,G,Tweet25, Richie Saunders is showing why he’s a future star at BYU,Men,0.0,Neutral,0,0,0
Chad Baker-Mazara,G,Tweet25, Chad Baker-Mazara is a tough matchup for anyone in the conference,Men,-0.128,Negative,0,0,0
Cooper Flagg,F,Tweet26, Every scout should be watching Cooper Flagg’s games,Men,0.0,Neutral,0,0,0
Johni Broome,F,Tweet26, Johni Broome’s high basketball IQ makes him so difficult to play against,Men,-0.1475,Negative,0,0,0
Walter Clayton,G,Tweet26, Walter Clayton is quickly becoming one of the most talked-about players in the country,Men,0.0,Neutral,0,0,0
Braden Smith,G,Tweet26, I could watch Braden Smith set up plays all day long,Men,0.25,Positive,0,0,0
Mark Sears,G,Tweet26, Mark Sears just has a knack for hitting clutch shots when it matters,Men,0.0258,Neutral,0,1,0
Derik Queen,C,Tweet26, Maryland is in great hands with Derik Queen anchoring the center position,Men,0.6249,Positive,0,0,0
Zakai Ziegler,G,Tweet26, Zakai Zeigler is a problem on the defensive end every single game,Men,-0.3818,Negative,0,0,0
Caleb Love,G,Tweet26, Caleb Love has the ability to make any defender look foolish,Men,0.7003,Positive,0,0,0
Richie Saunders,G,Tweet26, Richie Saunders’ ability to defend is just as good as his offense,Men,0.4939,Positive,1,0,0
Chad Baker-Mazara,G,Tweet26, Chad Baker-Mazara doesn’t let his age affect his game,Men,0.0,Neutral,0,0,1
Cooper Flagg,F,Tweet27, Cooper Flagg is a walking highlight reel,Men,0.34,Positive,0,0,0
Johni Broome,F,Tweet27, Broome is so smooth in transition it’s like he’s gliding,Men,0.3612,Positive,0,0,0
Walter Clayton,G,Tweet27, Florida's national championship run is a direct result of Walter Clayton’s playmaking,Men,0.4404,Positive,1,0,0
Braden Smith,G,Tweet27, Every time Braden Smith drives,Men,0.0,Neutral,0,0,0
Mark Sears,G,Tweet27, Alabama has a weapon in Mark Sears when he’s on fire,Men,-0.5574,Negative,0,0,0
Derik Queen,C,Tweet27, Derik Queen has the tools to be an elite rim protector,Men,0.0,Neutral,0,0,0
Zakai Ziegler,G,Tweet27, Zakai Zeigler is one of the best ball handlers in college basketball,Men,0.6369,Positive,1,0,0
Caleb Love,G,Tweet27, Caleb Love is playing like a true leader for Arizona this season,Men,0.8834,Positive,0,0,0
Richie Saunders,G,Tweet27, Richie Saunders’ footwork and positioning make him hard to beat on defense,Men,0.0258,Neutral,1,0,0
Chad Baker-Mazara,G,Tweet27, his skill speaks for itself,Men,0.0,Neutral,1,0,0
Cooper Flagg,F,Tweet28, That mid-range jumper from Cooper Flagg is automatic,Men,0.0,Neutral,0,0,0
Johni Broome,F,Tweet28, Broome is an absolute menace on defense especially in the paint,Men,-0.4019,Negative,1,0,0
Walter Clayton,G,Tweet28, Walter Clayton has such a smooth shooting stroke,Men,0.0,Neutral,1,0,0
Braden Smith,G,Tweet28, you know he’s got his head up looking to pass,Men,0.0,Neutral,1,0,0
Mark Sears,G,Tweet28, Mark Sears might be streaky but when he’s on he’s tough to stop,Men,-0.5499,Negative,0,0,0
Derik Queen,C,Tweet28, That hook shot from Derik Queen is just unstoppable,Men,-0.2023,Negative,0,1,0
Zakai Ziegler,G,Tweet28," Zakai Zeigler’s ability to play tough defense at 5'9"" is impressive",Men,0.7906,Positive,1,0,0
Caleb Love,G,Tweet28, Caleb Love can make things happen even when the defense is locked in,Men,0.6908,Positive,1,0,0
Richie Saunders,G,Tweet28, Richie Saunders is a big reason why BYU’s offense is so effective,Men,0.3384,Positive,1,0,0
Chad Baker-Mazara,G,Tweet28, Chad Baker-Mazara is a savvy player who always seems to make the right play,Men,0.34,Positive,0,0,0
Cooper Flagg,F,Tweet29, Cooper Flagg is already a championship-level defender,Men,0.1027,Positive,0,0,0
Johni Broome,F,Tweet29, That put-back dunk from Johni Broome was pure power,Men,0.0,Neutral,1,0,0
Walter Clayton,G,Tweet29, Watching Walter Clayton’s highlight reel is like watching a masterclass in guard play,Men,0.743,Positive,0,0,0
Braden Smith,G,Tweet29, Braden Smith’s vision is so advanced for his age,Men,0.5095,Positive,0,0,1
Mark Sears,G,Tweet29, Mark Sears’ lefty game is so unique and effective,Men,0.5209,Positive,0,0,0
Derik Queen,C,Tweet29, Derik Queen has a future as one of the top centers in college basketball,Men,0.2023,Positive,0,0,0
Zakai Ziegler,G,Tweet29, Zakai Zeigler’s leadership is so important for Tennessee on both ends of the floor,Men,0.3327,Positive,0,0,0
Caleb Love,G,Tweet29, Caleb Love just has that next-level scoring ability,Men,0.7579,Positive,1,0,0
Richie Saunders,G,Tweet29, Richie Saunders is becoming one of the most well-rounded guards in the conference,Men,0.0,Neutral,0,0,0
Chad Baker-Mazara,G,Tweet29, Chad Baker-Mazara’s experience gives Auburn an edge in tough games,Men,-0.128,Negative,0,0,0
Cooper Flagg,F,Tweet30, I swear Cooper Flagg does not miss,Men,0.0629,Positive,0,0,0
Johni Broome,F,Tweet30, Johni Broome plays like a seasoned vet with a ton of potential left,Men,0.5423,Positive,0,0,0
Walter Clayton,G,Tweet30, If you haven’t seen Walter Clayton play yet you’re missing out,Men,0.0516,Positive,0,0,0
Braden Smith,G,Tweet30, The way Braden Smith can find his teammates in transition is incredible,Men,0.0,Neutral,0,0,0
Mark Sears,G,Tweet30, There’s something special about watching Mark Sears heat up,Men,0.4019,Positive,0,0,0
Derik Queen,C,Tweet30, The way Derik Queen can finish with either hand around the basket is amazing,Men,0.7906,Positive,0,0,0
Zakai Ziegler,G,Tweet30, Zakai Zeigler makes everyone around him better with his vision,Men,0.5994,Positive,0,0,0
Caleb Love,G,Tweet30, Caleb Love’s playmaking is what makes Arizona so tough to beat,Men,-0.2479,Negative,1,0,0
Richie Saunders,G,Tweet30, Richie Saunders’ leadership is key for BYU,Men,0.0,Neutral,0,0,0
Chad Baker-Mazara,G,Tweet30, Chad Baker-Mazara’s composure on the court is something every young player should aspire to,Men,0.0,Neutral,0,0,1
Cooper Flagg,F,Tweet31, If Cooper Flagg keeps improving the league better watch out,Men,0.6908,Positive,0,0,0
Johni Broome,F,Tweet31, The speed and power Johni Broome brings to the game is unmatched,Men,-0.0772,Negative,1,0,0
Walter Clayton,G,Tweet31, That no-look pass from Walter Clayton was insane,Men,-0.4019,Negative,1,0,0
Braden Smith,G,Tweet31, Braden Smith is a wizard with the basketball always looking for the next pass,Men,0.0,Neutral,1,0,0
Mark Sears,G,Tweet31, Mark Sears is the definition of a streak shooter,Men,0.0,Neutral,1,0,0
Derik Queen,C,Tweet31, Derik Queen’s ability to guard out on the perimeter is rare for a center,Men,0.3182,Positive,0,0,0
Zakai Ziegler,G,Tweet31, Tennessee is in good hands with Zakai Zeigler leading the charge,Men,0.4404,Positive,0,0,0
Caleb Love,G,Tweet31, Caleb Love’s combination of size and skill makes him a tough cover,Men,-0.128,Negative,1,0,0
Richie Saunders,G,Tweet31, Richie Saunders can shoot it from anywhere on the floor,Men,-0.34,Negative,1,0,0
Chad Baker-Mazara,G,Tweet31, Chad Baker-Mazara’s ability to lead a team at 25 shows how seasoned he is,Men,0.3182,Positive,0,0,0
Cooper Flagg,F,Tweet32, Just a reminder Cooper Flagg is still a teenager,Men,0.0,Neutral,0,0,1
Johni Broome,F,Tweet32, Johni Broome is quickly becoming a household name in college hoops,Men,0.0,Neutral,0,0,1
Walter Clayton,G,Tweet32, Walter Clayton is a floor general who can do it all,Men,0.0,Neutral,0,0,0
Braden Smith,G,Tweet32, Braden Smith’s passes always seem to find the open man,Men,0.0,Neutral,1,0,0
Mark Sears,G,Tweet32, Mark Sears can take over a game when he gets it going,Men,0.0,Neutral,0,0,0
Derik Queen,C,Tweet32, Derik Queen is looking like a future star for Maryland,Men,0.3612,Positive,0,0,0
Zakai Ziegler,G,Tweet32, That steal and dunk by Zakai Zeigler was a highlight of the game,Men,-0.2023,Negative,1,0,0
Caleb Love,G,Tweet32, That transition play by Caleb Love was absolutely beautiful,Men,0.8955,Positive,0,1,0
Richie Saunders,G,Tweet32, Richie Saunders has that clutch gene that all great players have,Men,0.6249,Positive,0,0,0
Chad Baker-Mazara,G,Tweet32, I’m impressed by how Chad Baker-Mazara’s still playing at such a high level,Men,0.5994,Positive,0,0,0
Cooper Flagg,F,Tweet33, Cooper Flagg plays with so much poise for his age,Men,0.25,Positive,0,0,1
Johni Broome,F,Tweet33, Broome’s timing on blocking shots is just impeccable,Men,-0.3818,Negative,1,1,0
Walter Clayton,G,Tweet33, He just makes the right play every single time Walter Clayton is the ultimate point guard,Men,0.34,Positive,0,0,0
Braden Smith,G,Tweet33, Braden Smith is the type of point guard you want running your offense,Men,-0.1779,Negative,1,0,0
Mark Sears,G,Tweet33, If Mark Sears gets hot watch out he can go for 30 in a blink,Men,0.0,Neutral,0,1,0
Derik Queen,C,Tweet33, The way Derik Queen sets screens and rolls to the basket is so effective,Men,0.6113,Positive,0,0,0
Zakai Ziegler,G,Tweet33, Zakai Zeigler is the definition of a fearless competitor,Men,0.4404,Positive,0,0,0
Caleb Love,G,Tweet33, Caleb Love’s chemistry with his teammates is incredible,Men,0.0,Neutral,0,0,0
Richie Saunders,G,Tweet33, Watching Richie Saunders take control of the game in crunch time is impressive,Men,0.5106,Positive,0,0,0
Chad Baker-Mazara,G,Tweet33, Chad Baker-Mazara’s leadership on both ends of the floor is irreplaceable for Auburn,Men,0.0,Neutral,0,0,0
Cooper Flagg,F,Tweet34, I’ve never seen someone block shots and hit step-backs like Flagg,Men,0.6002,Positive,1,1,0
Johni Broome,F,Tweet34, Johni Broome is really putting the team on his back,Men,0.0,Neutral,0,0,0
Walter Clayton,G,Tweet34, Walter Clayton is going to make waves at the next level if he keeps playing like this,Men,0.5106,Positive,0,0,0
Braden Smith,G,Tweet34, The chemistry Braden Smith has with his teammates is on point,Men,0.0,Neutral,0,0,0
Mark Sears,G,Tweet34, Mark Sears’ left-handed shooting makes him hard to guard,Men,-0.1027,Negative,1,0,0
Derik Queen,C,Tweet34, Derik Queen has all the skills to make an immediate impact at the next level,Men,0.0,Neutral,1,0,0
Zakai Ziegler,G,Tweet34," I’ve never seen a 5'9"" player cause so many problems on defense like Zakai Zeigler does",Men,0.0056,Neutral,1,0,0
Caleb Love,G,Tweet34, Caleb Love’s ability to finish at the rim despite contact is impressive,Men,-0.1032,Negative,0,0,0
Richie Saunders,G,Tweet34, Richie Saunders has such a smooth game,Men,0.0,Neutral,0,0,0
Chad Baker-Mazara,G,Tweet34, Chad Baker-Mazara has a smooth,Men,0.0,Neutral,0,0,0
Cooper Flagg,F,Tweet35, Cooper Flagg is a basketball prodigy,Men,0.0,Neutral,0,0,0
Johni Broome,F,Tweet35, That jumper from Johni Broome is looking better every game,Men,0.4404,Positive,0,0,0
Walter Clayton,G,Tweet35, Walter Clayton is the engine that makes Florida go,Men,0.0,Neutral,0,0,0
Braden Smith,G,Tweet35, Braden Smith’s playmaking has Purdue looking dangerous this season,Men,-0.4767,Negative,1,0,0
Mark Sears,G,Tweet35, I’m convinced Mark Sears is a problem when he’s in rhythm,Men,0.0,Neutral,0,0,0
Derik Queen,C,Tweet35, Derik Queen’s court awareness at his size is unreal,Men,0.0,Neutral,0,0,0
Zakai Ziegler,G,Tweet35, Zakai Zeigler's defense is a nightmare for opposing point guards,Men,0.128,Positive,1,0,0
Caleb Love,G,Tweet35, Caleb Love’s basketball IQ is elite for his age,Men,0.0,Neutral,0,0,1
Richie Saunders,G,Tweet35, he’s tough to stop,Men,-0.4019,Negative,0,0,0
Chad Baker-Mazara,G,Tweet35, polished game that makes him stand out,Men,0.0,Neutral,0,0,0
Cooper Flagg,F,Tweet36, The next big thing in hoops is Cooper Flagg,Men,0.0,Neutral,0,0,0
Johni Broome,F,Tweet36, Johni Broome is a monster on both ends of the floor,Men,0.0,Neutral,0,0,0
Walter Clayton,G,Tweet36, His leadership under pressure is why Walter Clayton is so dangerous,Men,-0.7344,Negative,0,0,0
Braden Smith,G,Tweet36, The precision on Braden Smith’s passes is ridiculous,Men,-0.3612,Negative,1,0,0
Mark Sears,G,Tweet36, Mark Sears has a dangerous game when he starts hitting those threes,Men,-0.4767,Negative,0,0,0
Derik Queen,C,Tweet36, The hustle and energy Derik Queen brings every game is contagious,Men,-0.0772,Negative,0,0,0
Zakai Ziegler,G,Tweet36, Watching Zakai Zeigler turn defense into offense is incredible,Men,-0.128,Negative,1,0,0
Caleb Love,G,Tweet36, Caleb Love has been clutch for Arizona all season long,Men,0.6369,Positive,0,0,0
Richie Saunders,G,Tweet36, Richie Saunders has been playing with confidence and it shows,Men,0.6249,Positive,0,0,0
Chad Baker-Mazara,G,Tweet36, Auburn’s success is in part because of Chad Baker-Mazara’s veteran presence,Men,0.5719,Positive,0,0,1
Cooper Flagg,F,Tweet37, His motor and hustle make Cooper Flagg different,Men,0.0,Neutral,0,0,0
Johni Broome,F,Tweet37, The way Broome controls the paint it’s like he owns it,Men,0.3612,Positive,0,0,0
Walter Clayton,G,Tweet37, Walter Clayton just knows how to take over when the game is on the line,Men,0.0,Neutral,0,0,0
Braden Smith,G,Tweet37, Braden Smith’s no-look passes leave defenders clueless,Men,-0.34,Negative,1,0,0
Mark Sears,G,Tweet37, That quick release from Mark Sears is deadly,Men,0.0,Neutral,0,0,0
Derik Queen,C,Tweet37, Derik Queen is showing why he’s one of the top freshman big men in the country,Men,0.2023,Positive,0,0,1
Zakai Ziegler,G,Tweet37, Zakai Zeigler’s quickness allows him to break down any defense,Men,0.128,Positive,1,0,0
Caleb Love,G,Tweet37, Caleb Love’s scoring burst is what makes him a special player,Men,0.4019,Positive,1,0,0
Richie Saunders,G,Tweet37, Richie Saunders’ ability to read defenses is one of his best traits,Men,0.802,Positive,1,0,0
Chad Baker-Mazara,G,Tweet37, Chad Baker-Mazara can score in a variety of ways and does it with ease,Men,0.3612,Positive,1,0,0
Cooper Flagg,F,Tweet38, Cooper Flagg has number one pick energy,Men,0.34,Positive,0,0,0
Johni Broome,F,Tweet38, Broome just makes everything look effortless,Men,0.0,Neutral,0,0,0
Walter Clayton,G,Tweet38, That cross-court pass from Walter Clayton was poetry in motion,Men,0.0,Neutral,1,0,0
Braden Smith,G,Tweet38, Braden Smith sees plays develop before anyone else on the court,Men,0.25,Positive,0,0,0
Mark Sears,G,Tweet38, If Mark Sears stays consistent he’s going to be a major factor for Alabama,Men,0.0,Neutral,0,0,0
Derik Queen,C,Tweet38, Derik Queen is a matchup nightmare for opposing teams,Men,0.0,Neutral,0,0,0
Zakai Ziegler,G,Tweet38, Zakai Zeigler doesn’t get enough credit for how well he distributes the ball,Men,0.5719,Positive,0,0,0
Caleb Love,G,Tweet38, Caleb Love can break down defenses with ease,Men,0.8126,Positive,1,0,0
Richie Saunders,G,Tweet38, Richie Saunders is getting better every game,Men,0.4404,Positive,0,0,0
Chad Baker-Mazara,G,Tweet38, Chad Baker-Mazara’s court vision is impressive for a guard,Men,0.6486,Positive,0,0,0
Cooper Flagg,F,Tweet39, Whoever drafts Cooper Flagg is getting a franchise player,Men,0.0,Neutral,0,0,0
Johni Broome,F,Tweet39, Johni Broome is going to have a huge impact on college basketball this season,Men,0.3182,Positive,0,0,0
Walter Clayton,G,Tweet39, Walter Clayton’s vision on the court is NBA-level,Men,0.25,Positive,0,0,0
Braden Smith,G,Tweet39, Purdue’s offense is electric when Braden Smith is creating opportunities,Men,0.4215,Positive,1,0,0
Mark Sears,G,Tweet39, Mark Sears has the type of game that can change a game with one shot,Men,0.0,Neutral,0,1,0
Derik Queen,C,Tweet39, Derik Queen is going to be a key piece for Maryland’s success for years to come,Men,0.5719,Positive,0,0,0
Zakai Ziegler,G,Tweet39, Zakai Zeigler’s leadership has Tennessee looking dangerous,Men,-0.4767,Negative,0,0,0
Caleb Love,G,Tweet39, When Caleb Love is in the game,Men,0.6369,Positive,0,0,0
Richie Saunders,G,Tweet39, Richie Saunders can light it up when he’s in rhythm,Men,0.0,Neutral,0,0,0
Chad Baker-Mazara,G,Tweet39, Chad Baker-Mazara is proving that age is just a number when it comes to playing elite basketball,Men,0.2732,Positive,0,0,1
Cooper Flagg,F,Tweet40, Cooper Flagg is him full stop,Men,-0.296,Negative,0,0,0
Johni Broome,F,Tweet40, Can’t believe Johni Broome’s game is still developing,Men,0.0,Neutral,0,0,0
Walter Clayton,G,Tweet40, Every team would be lucky to have Walter Clayton running their offense,Men,0.2023,Positive,1,0,0
Braden Smith,G,Tweet40, Braden Smith is a one-man fast break with his ability to pass in transition,Men,0.3182,Positive,1,0,0
Mark Sears,G,Tweet40, I love watching Mark Sears break defenders down off the dribble,Men,0.6705,Positive,1,0,0
Derik Queen,C,Tweet40, Derik Queen already plays like a seasoned veteran,Men,0.5423,Positive,0,0,1
Zakai Ziegler,G,Tweet40, Zakai Zeigler is going to be a thorn in the side of opposing teams for years to come,Men,0.0,Neutral,0,0,0
Caleb Love,G,Tweet40, Arizona is always in the hunt,Men,0.0,Neutral,0,0,0
Richie Saunders,G,Tweet40, Richie Saunders’ ability to play both ends of the floor makes him invaluable to BYU,Men,0.5719,Positive,0,0,0
Chad Baker-Mazara,G,Tweet40, Chad Baker-Mazara’s shot selection is so precise,Men,0.0,Neutral,0,1,0
Cooper Flagg,F,Tweet41, That coast-to-coast finish by Cooper Flagg was unreal,Men,0.0,Neutral,0,0,0
Johni Broome,F,Tweet41, Broome is a serious problem for any team he faces,Men,-0.4588,Negative,0,0,0
Walter Clayton,G,Tweet41, Walter Clayton is a winner and he proved it with that national title,Men,0.5859,Positive,0,0,0
Braden Smith,G,Tweet41, The ball moves so well when Braden Smith is on the floor,Men,0.4101,Positive,0,0,0
Mark Sears,G,Tweet41, Mark Sears can score in so many different ways it’s tough to defend,Men,-0.128,Negative,1,0,0
Derik Queen,C,Tweet41, Derik Queen’s ability to finish through contact shows his toughness,Men,0.2732,Positive,0,0,0
Zakai Ziegler,G,Tweet41, Zakai Zeigler’s skill set is so underrated for a player his size,Men,0.0,Neutral,1,0,0
Caleb Love,G,Tweet41, Caleb Love is showing he’s a big-time player when it counts,Men,0.6369,Positive,0,0,0
Richie Saunders,G,Tweet41, Richie Saunders can stretch the floor with his outside shooting,Men,0.0,Neutral,1,0,0
Chad Baker-Mazara,G,Tweet41, it’s almost automatic,Men,0.0,Neutral,0,0,0
Cooper Flagg,F,Tweet42, Try scoring on Flagg with him guarding the paint good luck,Men,0.7096,Positive,1,0,0
Johni Broome,F,Tweet42, Johni Broome’s energy is contagious and it elevates everyone around him,Men,-0.0772,Negative,0,0,0
Walter Clayton,G,Tweet42, The growth of Walter Clayton’s game this season has been incredible,Men,0.3818,Positive,0,0,0
Braden Smith,G,Tweet42, Braden Smith’s ability to distribute the ball to all his teammates makes him special,Men,0.6124,Positive,0,0,0
Mark Sears,G,Tweet42, That long-range bomb from Mark Sears just shows his confidence,Men,0.0258,Neutral,0,0,0
Derik Queen,C,Tweet42, Derik Queen has been a game-changer for Maryland from day one,Men,0.0,Neutral,0,0,0
Zakai Ziegler,G,Tweet42," Zakai Zeigler doesn’t play like a 5'9"" guard",Men,0.5994,Positive,0,0,0
Caleb Love,G,Tweet42, Caleb Love’s shooting touch from deep makes him a huge threat,Men,-0.2732,Negative,1,0,0
Richie Saunders,G,Tweet42, Richie Saunders plays with a chip on his shoulder every game,Men,0.25,Positive,0,0,0
Chad Baker-Mazara,G,Tweet42, I love how Chad Baker-Mazara steps up and takes control when Auburn needs him,Men,0.6369,Positive,0,0,0
Cooper Flagg,F,Tweet43, Cooper Flagg plays like he’s been a pro for years,Men,0.5423,Positive,0,0,0
Johni Broome,F,Tweet43, It’s impossible to ignore how much of an impact Johni Broome has on both sides of the ball,Men,-0.3612,Negative,0,0,0
Walter Clayton,G,Tweet43, Walter Clayton is the heart and soul of Florida’s team,Men,0.6369,Positive,0,0,0
Braden Smith,G,Tweet43, Braden Smith doesn’t need to score to be effective he makes everyone better,Men,0.7184,Positive,1,0,0
Mark Sears,G,Tweet43, Mark Sears isn’t afraid to take the big shot and that’s why he’s dangerous,Men,-0.4767,Negative,0,1,0
Derik Queen,C,Tweet43, Derik Queen’s touch around the rim is something that’s hard to teach,Men,-0.1027,Negative,0,0,0
Zakai Ziegler,G,Tweet43," he plays like a 6'5"" player",Men,0.5423,Positive,0,0,0
Caleb Love,G,Tweet43, Arizona is better off with Caleb Love running the show,Men,0.7964,Positive,0,0,0
Richie Saunders,G,Tweet43, Richie Saunders is quietly becoming one of the best guards in the conference,Men,0.6369,Positive,0,0,0
Chad Baker-Mazara,G,Tweet43, Chad Baker-Mazara’s experience makes him one of the toughest players in the SEC.,Men,-0.0772,Negative,0,0,0
Cooper Flagg,F,Tweet44, Another double-double for Cooper Flagg just another day,Men,0.0,Neutral,1,0,0
Johni Broome,F,Tweet44, Broome is making his case as one of the best big men in the country,Men,0.6369,Positive,0,0,0
Walter Clayton,G,Tweet44, Walter Clayton has been the best player on the court for Florida all season,Men,0.6369,Positive,0,0,0
Braden Smith,G,Tweet44, Braden Smith’s playmaking ability is why Purdue’s offense is so potent,Men,0.0772,Positive,1,0,0
Mark Sears,G,Tweet44, When Mark Sears is hitting shots from everywhere he’s impossible to stop,Men,-0.296,Negative,0,1,0
Derik Queen,C,Tweet44, Derik Queen is already one of the best defensive centers in college basketball,Men,0.6486,Positive,0,0,0
Zakai Ziegler,G,Tweet44, Zakai Zeigler has shown time and time again he’s one of the toughest players in college basketball,Men,-0.0772,Negative,0,0,0
Caleb Love,G,Tweet44, Caleb Love’s game continues to evolve every time he steps on the court,Men,0.0,Neutral,0,0,0
Richie Saunders,G,Tweet44, Richie Saunders has the ability to impact the game in so many ways,Men,0.3182,Positive,0,0,0
Chad Baker-Mazara,G,Tweet44, CBM so old,Men,0.0,Neutral,0,0,1
Cooper Flagg,F,Tweet45, You can’t coach what Cooper Flagg brings to the table,Men,0.0,Neutral,0,0,0
Johni Broome,F,Tweet45, Watching Johni Broome dominate is like watching a pro in the making.,Men,0.25,Positive,0,0,0
Walter Clayton,G,Tweet45, That clutch steal and dunk by Walter Clayton just sealed the game,Men,-0.4939,Negative,1,0,0
Braden Smith,G,Tweet45, Braden smith has the worst beard,Men,-0.6249,Negative,0,0,0
Mark Sears,G,Tweet45, Mark Sears has that firepower that makes Alabama dangerous,Men,-0.4767,Negative,0,0,0
Derik Queen,C,Tweet45, Derik Queen’s skills are going to continue to improve as he gets more experience,Men,0.4404,Positive,1,0,0
Zakai Ziegler,G,Tweet45, Zakai Zeigler’s grit and determination make him a star for Tennessee ,Men,0.4019,Positive,0,0,0
Caleb Love,G,Tweet45, Caleb Love is the guy you want taking the last shot for Arizona,Men,0.6705,Positive,0,1,0
Richie Saunders,G,Tweet45, Richie Saunders is really coming into his own for BYU this season,Men,0.0,Neutral,0,0,0
Chad Baker-Mazara,G,Tweet45, CBM always fighting,Men,-0.3612,Negative,0,0,0
Cooper Flagg,F,Tweet46, When Flagg locks in it’s game over for the other team,Men,0.0,Neutral,0,0,0
Johni Broome,F,Tweet46, Johni Broome what is that hair man,Men,0.0,Neutral,0,1,0
Walter Clayton,G,Tweet46, Walter Clayton is making a case as one of the best guards in the country,Men,0.6369,Positive,0,0,0
Braden Smith,G,Tweet46, shave braden please,Men,0.3182,Positive,0,0,0
Mark Sears,G,Tweet46, Mark Sears’ ability to score in bursts is something special,Men,0.6124,Positive,1,0,0
Derik Queen,C,Tweet46, That block and dunk combo from Derik Queen shows his two-way potential,Men,-0.4404,Negative,1,0,0
Zakai Ziegler,G,Tweet46, zakai so cute but voice so deep,Men,0.2838,Positive,0,1,0
Caleb Love,G,Tweet46, Caleb Love has been one of the most exciting guards to watch this season,Men,0.8268,Positive,0,0,0
Richie Saunders,G,Tweet46, Richie Saunders is the type of player you want on your team in big moments.,Men,0.0772,Positive,0,0,0
Chad Baker-Mazara,G,Tweet46, CBM is so old and he still has another yead,Men,0.0,Neutral,0,0,1
Cooper Flagg,F,Tweet47, The hype is real Cooper Flagg is that guy,Men,0.0,Neutral,0,0,0
Johni Broome,F,Tweet47, hairline no no no Broome,Men,0.4168,Positive,0,1,0
Walter Clayton,G,Tweet47, Florida is fortunate to have Walter Clayton running the show,Men,0.4404,Positive,0,0,0
Braden Smith,G,Tweet47, braden smith is so skinny just hurt him,Men,-0.5667,Negative,0,1,0
Mark Sears,G,Tweet47, Don’t blink or Mark Sears might just hit back-to-back threes,Men,0.0,Neutral,0,0,0
Derik Queen,C,Tweet47, Maryland’s future is bright with Derik Queen as a cornerstone,Men,0.4404,Positive,0,0,0
Zakai Ziegler,G,Tweet47, zakai needs to change up his hair,Men,0.0,Neutral,0,1,0
Caleb Love,G,Tweet47, Caleb Love’s versatility on both ends of the floor is unmatched,Men,-0.0772,Negative,0,0,0
Richie Saunders,G,Tweet47, richie saunders just looks mormon bro,Men,0.0,Neutral,0,1,0
Chad Baker-Mazara,G,Tweet47, Mazara is psychopath,Men,0.0,Neutral,0,0,0
Cooper Flagg,F,Tweet48, cooper flagg hairline receding a bit,Men,0.0,Neutral,0,1,0
Johni Broome,F,Tweet48, Johni get a job you old cuck,Men,0.0,Neutral,0,0,1
Walter Clayton,G,Tweet48, Walter Clayton’s leadership in big moments shows why he’s a national champ.,Men,0.4767,Positive,0,0,0
Braden Smith,G,Tweet48, braden smith is paler than me loooooll,Men,0.0,Neutral,0,1,0
Mark Sears,G,Tweet48, When Mark Sears is on the floor,Men,0.0,Neutral,0,0,0
Derik Queen,C,Tweet48, Derik Queen’s ability to adjust on the fly and make plays is so mature for his age,Men,0.7501,Positive,0,0,1
Zakai Ziegler,G,Tweet48, zakai so short,Men,0.0,Neutral,0,0,0
Caleb Love,G,Tweet48, Caleb Love is taking over for Arizona and making it look easy,Men,0.7964,Positive,0,0,0
Richie Saunders,G,Tweet48, richie saunders looks like a dickhead,Men,-0.3818,Negative,0,1,0
Chad Baker-Mazara,G,Tweet48, I hate Chad Baker Mazara,Men,-0.5719,Negative,0,0,0
Cooper Flagg,F,Tweet49, cooper flagg so pale bro get a tan,Men,0.0,Neutral,0,1,0
Johni Broome,F,Tweet49, Johni broome has the worst hairline in sports,Men,-0.6249,Negative,0,1,0
Walter Clayton,G,Tweet49, Walter Clayton is a cutie,Men,0.3612,Positive,0,0,0
Braden Smith,G,Tweet49, braden smith look like he is 90 pounds,Men,0.3612,Positive,0,0,0
Mark Sears,G,Tweet49, you know he can go off at any moment,Men,0.0,Neutral,0,0,0
Derik Queen,C,Tweet49, Derik Queen is making his presence known early in his freshman season,Men,0.0,Neutral,0,0,1
Zakai Ziegler,G,Tweet49, small zakai zeigler going out sad,Men,-0.4767,Negative,0,0,0
Caleb Love,G,Tweet49, Caleb Love’s ability to lead Arizona in big moments is what sets him apart.,Men,0.3182,Positive,0,0,0
Richie Saunders,G,Tweet49, take the headband off richie that shit is ugly,Men,-0.7845,Negative,0,1,0
Chad Baker-Mazara,G,Tweet49, THis guy is so ugly bro looks so slimy,Men,-0.6418,Negative,0,1,0
Cooper Flagg,F,Tweet50, cooper flagg looks like a child. ,Men,0.3612,Positive,0,1,0
Johni Broome,F,Tweet50, Johni Brooms plays like a 70 year old. ,Men,0.5423,Positive,0,0,1
Walter Clayton,G,Tweet50, walter clayton got that lightskin look ,Men,0.0,Neutral,0,0,0
Braden Smith,G,Tweet50, braden smiths beard is ugly.,Men,-0.5106,Negative,0,1,0
Mark Sears,G,Tweet50, Mark Sears’ lefty game just has a certain rhythm that’s tough to stop,Men,-0.1531,Negative,0,0,0
